0,43311104,1.0221465076646574,60993536,0.6246450880172906,1576055843202
1,43311104,0,60993536,0,1576055843703
2,43311104,0,60993536,0,1576055844203
3,43311104,2,60993536,0,1576055844704
4,43311104,0,60993536,0,1576055845205
5,43311104,2,60993536,0,1576055845706
6,43311104,0,60993536,2,1576055846207
7,43311104,0,60993536,0,1576055846708
8,43311104,2,60993536,0,1576055847212
9,42377216,2,60993536,0,1576055847710
10,42377216,0,60993536,0,1576055848210
11,42377216,0,60993536,0,1576055848712
12,42377216,0,60993536,0,1576055849212
13,42647552,2,60993536,0,1576055849713
14,42647552,0,60993536,2,1576055850215
15,42647552,0,60993536,0,1576055850715
16,42647552,0,60993536,0,1576055851217
17,42647552,0,60993536,0,1576055851718
18,42647552,0,60993536,2,1576055852219
19,42647552,2,60993536,0,1576055852721
20,42647552,0,60993536,0,1576055853221
21,42647552,2,60993536,0,1576055853722
22,42647552,0,60993536,2,1576055854224
23,42647552,2,60993536,0,1576055854724
24,42647552,0,60993536,0,1576055855225
25,42647552,0,60993536,0,1576055855727
26,42647552,0,60993536,1.960784314584842,1576055856228
27,42647552,2,60993536,0,1576055856729
28,42647552,0,60993536,0,1576055857230
29,42647552,2,60993536,0,1576055857732
30,42647552,0,60993536,0,1576055858233
31,42844160,2,60993536,2,1576055858734
32,42844160,0,60993536,0,1576055859235
33,42844160,0,60993536,0,1576055859737
34,42844160,1.960784312794526,60993536,0,1576055860238
35,42844160,0,60993536,0,1576055860740
36,42844160,2,60993536,2,1576055861241
37,42844160,0,60993536,0,1576055861742
38,42844160,0,60993536,0,1576055862243
39,42844160,2,60993536,0,1576055862745
40,42844160,0,60993536,0,1576055863245
41,42844160,0,60993536,2,1576055863747
42,42844160,0,60993536,0,1576055864248
43,42844160,0,60993536,0,1576055864749
44,42844160,4,60993536,0,1576055865250
45,42995712,0,60993536,0,1576055865752
46,42995712,0,60993536,0,1576055866253
47,42995712,2,60993536,2,1576055866753
48,42995712,0,60993536,40,1576055867254
49,42995712,0,60993536,6,1576055867754
50,42995712,2,60993536,2,1576055868256
51,42995712,0,60993536,0,1576055868757
52,42995712,0,60993536,0,1576055869259
53,42995712,2,60993536,0,1576055869759
54,42995712,0,60993536,10,1576055870260
55,43765760,80,83640320,104,1576055870759
56,43765760,0,83640320,0,1576055871261
57,43765760,2,83640320,0,1576055871762
58,43765760,0,83640320,2,1576055872264
59,43765760,2,83640320,0,1576055872764
60,43765760,0,83640320,0,1576055873265
61,43765760,0,83640320,2,1576055873767
62,43765760,0,83640320,0,1576055874267
63,43765760,1.960784312794526,83640320,0,1576055874768
64,43765760,2,83640320,0,1576055875270
65,43765760,0,83640320,0,1576055875770
66,43765760,0,83640320,2,1576055876272
67,43765760,2,83640320,0,1576055876773
68,43765760,0,83640320,0,1576055877273
69,43765760,0,83640320,0,1576055877774
70,43765760,2,83640320,2,1576055878276
71,43765760,0,83640320,0,1576055878776
72,43765760,0,83640320,0,1576055879278
73,43765760,0,83640320,0,1576055879779
74,44032000,2,83640320,0,1576055880279
75,44032000,2,84398080,10,1576055880780
76,44032000,0,84398080,0,1576055881282
77,44032000,0,84398080,0,1576055881783
78,44032000,2,84398080,2,1576055882284
79,44032000,0,84398080,0,1576055882785
80,44032000,0,84668416,0,1576055883287
81,44032000,0,84668416,2,1576055883787
82,44032000,1.960784312794526,84668416,0,1576055884288
83,44032000,0,84668416,0,1576055884790
84,44032000,2,84668416,0,1576055885290
85,44032000,0,84668416,0,1576055885791
86,44032000,2,84668416,2,1576055886292
87,44032000,0,84668416,0,1576055886794
88,44032000,0,84668416,0,1576055887294
89,43249664,4,84668416,0,1576055887804
90,43249664,0,84668416,2,1576055888297
91,43249664,0,84668416,0,1576055888798
92,43249664,2,84668416,0,1576055889300
93,43249664,0,84668416,0,1576055889801
94,43249664,2,84668416,0,1576055890301
95,43249664,0,84668416,0,1576055890802
96,43249664,0,84668416,0,1576055891303
97,43249664,2,84668416,2,1576055891805
98,43249664,0,84668416,0,1576055892305
99,43249664,0,84668416,2,1576055892807
100,43249664,2,84668416,0,1576055893307
101,43249664,0,84668416,0,1576055893808
102,44052480,32,101113856,74,1576055894308
103,44052480,0,101113856,0,1576055894819
104,43266048,4,101113856,0,1576055895311
105,43536384,0,101113856,0,1576055895813
106,43536384,0,101113856,2,1576055896313
107,43536384,2,101113856,0,1576055896814
108,43536384,0,101113856,0,1576055897315
109,43536384,0,101113856,0,1576055897817
110,43536384,1.960784314584842,101113856,1.960784314584842,1576055898318
111,43536384,0,101113856,0,1576055898818
112,43536384,0,101113856,0,1576055899319
113,44335104,38,114483200,118,1576055899819
114,44335104,0,114483200,8,1576055900324
115,43556864,2,114483200,2,1576055900822
116,43556864,0,114483200,0,1576055901323
117,43556864,2,114483200,0,1576055901825
118,43556864,0,114483200,0,1576055902325
119,43556864,2,114483200,0,1576055902827
120,43556864,0,114483200,0,1576055903327
121,43556864,0,114483200,0,1576055903828
122,43556864,2,114483200,2,1576055904330
123,43556864,0,114483200,0,1576055904831
124,43556864,0,114483200,0,1576055905331
125,43556864,2,114483200,0,1576055905832
126,43556864,0,114483200,2,1576055906333
127,43556864,2,114483200,0,1576055906834
128,43556864,0,114483200,0,1576055907334
129,43819008,0,114483200,2,1576055907834
130,43819008,2,114483200,0,1576055908335
131,43819008,0,114483200,0,1576055908837
132,43819008,0,114483200,0,1576055909338
133,43819008,0,114483200,0,1576055909838
134,43819008,2,114483200,0,1576055910339
135,43819008,0,114483200,0,1576055910839
136,43819008,0,114483200,2,1576055911341
137,43819008,0,114483200,0,1576055911842
138,43819008,2,114483200,0,1576055912344
139,43859968,36,115236864,138,1576055912843
140,43859968,2,115236864,60,1576055913343
141,43859968,0,115236864,62,1576055913844
142,43859968,0,115236864,60,1576055914345
143,43859968,0,115466240,60,1576055914846
144,43859968,0,115466240,56.00000000000001,1576055915346
